sku,source,category,sub_category,product_name,price,brand,item_weight,unit_count,number_of_items,package_weight,rating,rating_count,date
N15224494A,noon,Grocery,"creal,oats,Jams&Honey",Hero Jam With Apricot Flavor- Light - 320grams,98.75,Hero,320g  |  EGP 30.86/100g,,,,,,2026-06-25
Z66EC7B1C436B90B1BBECZ,noon,Grocery,"creal,oats,Jams&Honey",Guilt free Cashew Spread -200G-Cookies N'Cream,250.0,Organic Nation,200g  |  EGP 125.00/100g,,,,,,2026-06-25
Z1DDAB03A25D4D659BE9FZ,noon,Grocery,"creal,oats,Jams&Honey",Gold Hazelnuts Cream 350 gm,180.0,Milkato,350g  |  EGP 51.43/100g,,,,,,2026-06-25
Z474CCC0F72DEAA126622Z,noon,Grocery,"creal,oats,Jams&Honey",Chocolate Hazelnut Spread 350g,108.0,ASMACUP,350g  |  EGP 30.86/100g,,,,,,2026-06-25
ZAD6B876D43B1D47C3F8CZ,noon,Grocery,"creal,oats,Jams&Honey","Max tilla Hazelnut and Chocolate Spread Savings Bundle - 3 Packs x 900g (Total 2.7kg) - Rich Flavor & Creamy Texture, Perfect for Sandwiches, Crepes and Desserts",480.0,Maxtella,2.7kg  |  EGP 17.78/100g,,,,,,2026-06-25
Z5C34A41B942AAFB7265FZ,noon,Grocery,"creal,oats,Jams&Honey",800g Clover Blossom Honey + Luxury Thermal Mug,200.0,Saegh,,,,,,,2026-06-25
Z5F4EFEEB7EEF55CAF8D2Z,noon,Grocery,"creal,oats,Jams&Honey",Chocolate Spread Halawa 150 grams,40.25,El bawadi,150g  |  EGP 26.83/100g,,,,,,2026-06-25
Z02D1837EDABC2817543EZ,noon,Grocery,"creal,oats,Jams&Honey",Pistachio Spread Cream 1 KG,585.0,ASMACUP,1000g  |  EGP 58.50/100g,,,,,,2026-06-25
Z44A8181C9AC111A8AAFCZ,noon,Grocery,"creal,oats,Jams&Honey",asmacup White Chocolate Oreo Spread 900 gm,202.5,ASMACUP,900g  |  EGP 22.50/100g,,,,,,2026-06-25
Z494C85084FCD5952D8E5Z,noon,Grocery,"creal,oats,Jams&Honey",Max Tella Hazelnut and Cocoa Chocolate Spread - Rich Creamy Texture for Breakfast & Desserts - Value Pack 900g,175.0,Maxtella,1.8kg  |  EGP 9.72/100g,,,,,,2026-06-25
Z1BECB4AB3B6E7F3B16B9Z,noon,Grocery,"creal,oats,Jams&Honey",Bar Oatmeal Protein Cookies 70g,54.0,Lino,70g  |  EGP 77.14/100g,,,,,,2026-06-25
ZB89D80C10D8F6924B117Z,noon,Grocery,"creal,oats,Jams&Honey",Saegh natural beeswax 450 g,130.0,Saegh,450g  |  EGP 28.89/100g,,,,,,2026-06-25
N44900123A,noon,Grocery,"creal,oats,Jams&Honey",50% Apricot Jam 340grams,160.0,MENZ&GASSER,340g  |  EGP 47.06/100g,,,,,,2026-06-25
ZAE4B8AFE3598B7B31748Z,noon,Grocery,"creal,oats,Jams&Honey",Sesame Halawa with Almonds 250gm,69.0,Halwani Bros,250g  |  EGP 27.60/100g,,,,,,2026-06-25
ZDD36F7F27643EF4986FEZ,noon,Grocery,"creal,oats,Jams&Honey",Kashmiri Mountain Sidr Honey 2.2kg,3302.0,Imtenan,2.2kg  |  EGP 150.09/100g,,,,,,2026-06-25
N42868129A,noon,Grocery,"creal,oats,Jams&Honey",Go On Protein 50grams,105.0,Sante,50g  |  EGP 210.00/100g,,,,,,2026-06-25
Z511E51177DBF20FC9F62Z,noon,Grocery,"creal,oats,Jams&Honey",Chocolate Spread  Keto- Diet- Zero sugar - Healthy - 350 gram,435.0,KETO ROCKETS,350g  |  EGP 124.29/100g,,,,,,2026-06-25
Z171DE4231FF42B7AF25EZ,noon,Grocery,"creal,oats,Jams&Honey",Kids Blend – Natural Honey Immunity Booster for Kids  (500g),295.0,Kids Blend,500g  |  EGP 0.59/100g,,,,,,2026-06-25
ZF589D83E5A75214BBA76Z,noon,Grocery,"creal,oats,Jams&Honey",Strawberry Creamy Jam- 350Gram,36.5,El bawadi,365g  |  EGP 10.00/100g,,,,,,2026-06-25
Z55AA474769F4643CC19EZ,noon,Grocery,"creal,oats,Jams&Honey",Tasbera Crunchy Hazelnuts Cream 350 gm,216.0,Milkato,350g  |  EGP 61.71/100g,,,,,,2026-06-25
N42868017A,noon,Grocery,"creal,oats,Jams&Honey",Protein Granola Nuts 300grams,293.0,GO ON,300g  |  EGP 97.67/100g,,,,,,2026-06-25
Z356E1CBABDE16381DD70Z,noon,Grocery,"creal,oats,Jams&Honey",Al Murjan Hazelnut Cream with Cocoa Spread 700 gm,649.0,Almarjan,700g  |  EGP 92.71/100g,,,,,,2026-06-25
Z6FA87E9807890E34956DZ,noon,Grocery,"creal,oats,Jams&Honey",Luxury Ferrero Rocher Chocolate Box - 30 Pieces - 375g - The Perfect Gift,1100.0,Ferrero,375g  |  EGP 2.93/100g,,,,,,2026-06-25
N37956072A,noon,Grocery,"creal,oats,Jams&Honey",Cran Berries And Coconut Protein Bar 70grams,61.0,Abu Auf,70g  |  EGP 87.14/100g,,,,,,2026-06-25
N12280415A,noon,Grocery,"creal,oats,Jams&Honey",Granola Crispy Cereal Flakes Chocolate 350grams,209.0,Sante,350g  |  EGP 59.71/100g,,,,,,2026-06-25
Z31C5BCC6F1FE0DD64A67Z,noon,Grocery,"creal,oats,Jams&Honey",Chocolate Spread Sweetened With Monk Fruit,420.0,LAKANTO,,,,,,,2026-06-25
Z612119B1BC0E37CFFF95Z,noon,Grocery,"creal,oats,Jams&Honey",Hadrami Mountain Sidr Honey 500 grams,1428.0,Imtenan,500g  |  EGP 285.60/100g,,,,,,2026-06-25
Z8F39522280136AFAADC0Z,noon,Grocery,"creal,oats,Jams&Honey",Spring Flower Honey Hexagon 250grams,68.0,Imtenan,250g  |  EGP 27.20/100g,,,,,,2026-06-25
ZC432CED9CA870FFB70F0Z,noon,Grocery,"creal,oats,Jams&Honey",chocolate sifted roasted hazelnut cream 750 g,359.1,ASMACUP,750g  |  EGP 0.48/100g,,,,,,2026-06-25
N29779381A,noon,Grocery,"creal,oats,Jams&Honey",Blackberries Jam 340grams,185.0,Prima Frutta,340g  |  EGP 54.41/100g,,,,,,2026-06-25
ZCC38A1758B68877678FAZ,noon,Grocery,"creal,oats,Jams&Honey",Guilt Free Chocolate Spread-370G,275.0,Organic Nation,370g  |  EGP 74.32/100g,,,,,,2026-06-25
ZF30B961149B6EFED69C0Z,noon,Grocery,"creal,oats,Jams&Honey",Guilt Free Chocolate Spread High Protein-200G,225.0,Organic Nation,200g  |  EGP 112.50/100g,,,,,,2026-06-25
Z494C85084FCD5952D8E5Z,noon,Grocery,"creal,oats,Jams&Honey",Max Tella Hazelnut and Cocoa Chocolate Spread - Rich Creamy Texture for Breakfast & Desserts - Value Pack 900g,175.0,Maxtella,1.8kg  |  EGP 9.72/100g,,,,,,2026-06-25
ZB8E7C8AF706E781CD731Z,noon,Grocery,"creal,oats,Jams&Honey",Hazelnut Chocolate Spread 900g,179.1,ASMACUP,900g  |  EGP 19.90/100g,,,,,,2026-06-25
Z8F11FD8CFB38F18461BBZ,noon,Grocery,"creal,oats,Jams&Honey",Rocher spread Cream  Irresistible Luxurious Rocher Goodness 350 gm,162.0,ASMACUP,350g  |  EGP 46.29/100g,,,,,,2026-06-25
Z2D1A310E5A2CB9849DEDZ,noon,Grocery,"creal,oats,Jams&Honey",Honey Mini Jar - 28.3grams (Pack of 3),52.0,Hero,,,,,,,2026-06-25
N29595053A,noon,Grocery,"creal,oats,Jams&Honey",Vitrac Creamy Strawberry Jam - 430grams,63.0,Vitrac,430g  |  EGP 14.65/100g,,,,,,2026-06-25
Z46E9C9CCBFD09E497066Z,noon,Grocery,"creal,oats,Jams&Honey",Coconut Protein Bar 70 grams,56.0,Imtenan,70g  |  EGP 80.00/100g,,,,,,2026-06-25
ZBA4EB8050A7F04041218Z,noon,Grocery,"creal,oats,Jams&Honey",Zero Protein Pistachio Bar 70g,180.0,Zero,70g  |  EGP 257.14/100g,,,,,,2026-06-25
ZBEC581A5E5910D75414DZ,noon,Grocery,"creal,oats,Jams&Honey",Original Ferrero Rocher Chocolate - 8 Pieces - Small Luxury Gift,460.0,Ferrero,8 pieces  |  EGP 57.50/piece,,,,,,2026-06-25
ZA0A2CB8AAA04743196C1Z,noon,Grocery,"creal,oats,Jams&Honey",Marjoram Honey Hexagon 450grams,129.0,Imtenan,450g  |  EGP 28.67/100g,,,,,,2026-06-25
N52103811A,noon,Grocery,"creal,oats,Jams&Honey",Honey with Almonds 250g,138.0,ISIS,250g  |  EGP 55.20/100g,,,,,,2026-06-25
Z1ACFB0C3E83A7BF8B5E2Z,noon,Grocery,"creal,oats,Jams&Honey",فستق اسبريد  200 جرام,179.1,اسماكب,200g  |  EGP 89.55/100g,,,,,,2026-06-25
N35958671A,noon,Grocery,"creal,oats,Jams&Honey",Crunchy Peanut Butter 340grams,150.0,DOBELLA,340g  |  EGP 44.12/100g,,,,,,2026-06-25
Z1E794254B56057FD3668Z,noon,Grocery,"creal,oats,Jams&Honey",Apricot jam 350 grams,42.25,AL BAWADI,350g  |  EGP 12.07/100g,,,,,,2026-06-25
Z908065878B39BA6D893DZ,noon,Grocery,"creal,oats,Jams&Honey",Sesame Halawa with Chocolate 250gm,61.0,Halwani Bros,250g  |  EGP 24.40/100g,,,,,,2026-06-25
ZA1EC4843E8A2657ECCDBZ,noon,Grocery,"creal,oats,Jams&Honey",Sokradorf Peanut Cream with Chocolate 300g  No Added Sugar Creamy Peanut & Cocoa Spread with Coconut Oil,300.0,sokradorf,300g  |  EGP 100.00/100g,,,,,,2026-06-25
N34912204A,noon,Grocery,"creal,oats,Jams&Honey",Choco Scopes 250grams,76.0,Lino,250g  |  EGP 30.40/100g,,,,,,2026-06-25
N35958672A,noon,Grocery,"creal,oats,Jams&Honey",Honey Peanut Butter 340grams,173.0,DOBELLA,340g  |  EGP 50.88/100g,,,,,,2026-06-25
N29595079A,noon,Grocery,"creal,oats,Jams&Honey",Vitrac Apricot Jam 230grams,38.0,Vitrac,230g  |  EGP 16.52/100g,,,,,,2026-06-25
Z4BA27EF7129F14D5CBC5Z,noon,Grocery,"creal,oats,Jams&Honey",Maxtella Chocolate Hazelnut Spread - 320g,99.99,Maxtella,320g  |  EGP 31.25/100g,,,,,,2026-06-25
N29595060A,noon,Grocery,"creal,oats,Jams&Honey",Vitrac Apricot Jam 850grams,103.0,Vitrac,850g  |  EGP 12.12/100g,,,,,,2026-06-25
Z3D684EC7B8F717AB7B3CZ,noon,Grocery,"creal,oats,Jams&Honey",Nawara honey with honey 450 g,126.0,Shana nature house,470g  |  EGP 26.81/100g,,,,,,2026-06-25
Z6DA6119CD13785550967Z,noon,Grocery,"creal,oats,Jams&Honey",Dubai filling Kunafa & Pistachio 500 Gram,243.0,ASMACUP,450g  |  EGP 54.00/100g,,,,,,2026-06-25
Z8925E56E5B6129F00030Z,noon,Grocery,"creal,oats,Jams&Honey","Alsham NEBRAS Apricot Jam – Premium Natural Fruit Spread, Authentic Taste, Golden Lid Jar, 450g",89.99,ALSHAM NEBRAS,450g  |  EGP 20.00/100g,,,,,,2026-06-25
N29598753A,noon,Grocery,"creal,oats,Jams&Honey",Prima Frutta Mixed Fruit Jam 340grams,172.0,MENZ&GASSER,340g  |  EGP 50.59/100g,,,,,,2026-06-25
Z908C151DB5D09AAC001BZ,noon,Grocery,"creal,oats,Jams&Honey",Date Spread with Hazelnut 230g,114.0,Abu Auf,230g  |  EGP 49.57/100g,,,,,,2026-06-25
N44807103A,noon,Grocery,"creal,oats,Jams&Honey",Fig Jam Mini Jar - 28.3grams,15.0,Hero,28.3g  |  EGP 53.00/100g,,,,,,2026-06-25
Z57EDF6148520E2D85BE9Z,noon,Grocery,"creal,oats,Jams&Honey","Maxtella - Soft Hazelnut Chocolate Spread with Cocoa Butter Substitutes, 200g",74.99,Maxtella,220g  |  EGP 34.09/100g,,,,,,2026-06-25
ZD89077084214D4A88AD2Z,noon,Grocery,"creal,oats,Jams&Honey",Clover Honey 2.2kg,657.5,Imtenan,2.2kg  |  EGP 29.89/100g,,,,,,2026-06-25
N28676068A,noon,Grocery,"creal,oats,Jams&Honey",Molasse 450grams,81.0,Gold,450g  |  EGP 18.00/100g,,,,,,2026-06-25
Z4A18CB31F3BB4938DB60Z,noon,Grocery,"creal,oats,Jams&Honey",Citrus Honey Squeeze 450 grams,178.0,Hero,450g  |  EGP 39.56/100g,,,,,,2026-06-25
ZB1BCCBE9B56DF5292D8CZ,noon,Grocery,"creal,oats,Jams&Honey",Maxtella White Spread Chocolate – Creamy Cocoa Butter Substitute – Sweet White Chocolate Flavor – 350g Jar,175.0,Maxtella,900g  |  EGP 19.44/100g,,,,,,2026-06-25
ZBB71302CCE11CDD170BDZ,noon,Grocery,"creal,oats,Jams&Honey","Max Tella - Smooth Hazelnut Chocolate Cream - Rich Cocoa Butter & Hazelnut Spread - Family Pack (Specify Weight, e.g., 1kg)",175.0,Maxtella,900g  |  EGP 19.44/100g,,,,,,2026-06-25
N30856910A,noon,Grocery,"creal,oats,Jams&Honey",Strawberry Jam 360grams,39.0,Add-Me,360g  |  EGP 10.83/100g,,,,,,2026-06-25
N15224306A,noon,Grocery,"creal,oats,Jams&Honey",Hero Jam With Raspberry Flavor - 350grams,107.0,Hero,350g  |  EGP 30.57/100g,,,,,,2026-06-25
N29595359A,noon,Grocery,"creal,oats,Jams&Honey",Extra Honey 250g,358.0,ISIS,250g  |  EGP 143.20/100g,,,,,,2026-06-25
N44900107A,noon,Grocery,"creal,oats,Jams&Honey",50% Cherry  Jam 340grams,172.0,MENZ&GASSER,340g  |  EGP 50.59/100g,,,,,,2026-06-25
N29762538A,noon,Grocery,"creal,oats,Jams&Honey",Vitrac Bitter Orange Jam - 430grams,63.25,Vitrac,430g  |  EGP 14.71/100g,,,,,,2026-06-25
Z7D5ADC5221BF351411D4Z,noon,Grocery,"creal,oats,Jams&Honey",ماكستيلا سبريد الشوكولاتة بالبندق – 900 جرام | كريمة كاكاو بالبندق ناعمة للإفطار والحلويات,175.0,ماكس تيلا,900g  |  EGP 19.44/100g,,,,,,2026-06-25
Z42828349552AA91BC511Z,noon,Grocery,"creal,oats,Jams&Honey","Maxtella Raw Chocolate – Premium Cocoa, Special Offer, Baking & Desserts",59.99,Maxtella,180g  |  EGP 0.33/g,,,,,,2026-06-25
ZD3CE280CF402B0F17C89Z,noon,Grocery,"creal,oats,Jams&Honey",Arkan Premium Halva with Extra Walnuts – 500g | Authentic Middle Eastern Sesame Sweet | Traditional Dessert Egypt,250.0,ARKAN,500g  |  EGP 14.17/oz,,,,,,2026-06-25
Z1ADB847E2B7D7430EC2CZ,noon,Grocery,"creal,oats,Jams&Honey",Natural Clover Honey 400g,163.0,Dr. Baby,400g  |  EGP 40.75/100g,,,,,,2026-06-25
Z0D1FC96B8EC769C3B387Z,noon,Grocery,"creal,oats,Jams&Honey",Citrus Honey 225 grams,57.25,El bawadi,225g  |  EGP 25.44/100g,,,,,,2026-06-25
ZB375C232D32C8E5723CAZ,noon,Grocery,"creal,oats,Jams&Honey",Kind kids Spread Cream 350 gm,99.0,ASMACUP,350g  |  EGP 28.29/100g,,,,,,2026-06-25
ZFF638991D748CB593F57Z,noon,Grocery,"creal,oats,Jams&Honey","Chocolate spread from X Spread with natural hazelnut pieces, 350 g.",90.0,Mozn,350g  |  EGP 25.71/100g,,,,,,2026-06-25
Z67E4983F4C7BB9BE04B1Z,noon,Grocery,"creal,oats,Jams&Honey",Maxtella Chocolate Hazelnut Spread – 450g Jar – Rich Creamy Chocolate with Premium Hazelnuts,94.99,Maxtella,450g  |  EGP 21.11/100g,,,,,,2026-06-25
Z014736D65658FDB51644Z,noon,Grocery,"creal,oats,Jams&Honey",Nutella & GO! Snack Pack with Breadsticks (Box of 12 Individual Packs),1650.0,Nutella,,,,,,,2026-06-25
Z02067CA0681C4FE3A7DEZ,noon,Grocery,"creal,oats,Jams&Honey",Guilt free Cashew Spread -200G-Vanilla Birthday Cake,250.0,Organic Nation,200g  |  EGP 125.00/100g,,,,,,2026-06-25
N27682637A,noon,Grocery,"creal,oats,Jams&Honey",Jam With Black Cherry Flavor - 350grams,107.0,Hero,350g  |  EGP 30.57/100g,,,,,,2026-06-25
Z4D9637C730F22B8CFB6AZ,noon,Grocery,"creal,oats,Jams&Honey","Dobeln Chocolate Dubai Kunafa Filling Spread (1kg, Kunafa Mint)",594.0,CGS,1000g  |  EGP 59.40/100g,,,,,,2026-06-25
ZD75B2A666965F8C58013Z,noon,Grocery,"creal,oats,Jams&Honey",Bar Protein Peanut Butter 70g,59.0,Lino,70g  |  EGP 84.29/100g,,,,,,2026-06-25
N27747725A,noon,Grocery,"creal,oats,Jams&Honey",Protein Go On Coccoa And Inulin Chocolate Bar 50grams,75.0,Sante,50g  |  EGP 150.00/100g,,,,,,2026-06-25
Z809D7213F9064DDE342BZ,noon,Grocery,"creal,oats,Jams&Honey",Diet Peanut Butter 220g,112.0,Shana,220g  |  EGP 50.91/100g,,,,,,2026-06-25
N42554197A,noon,Grocery,"creal,oats,Jams&Honey",Delicia Spring Blossom Honey - 225grams,72.0,Hero,225g  |  EGP 32.00/100g,,,,,,2026-06-25
Z093B5603D4674758ECFCZ,noon,Grocery,"creal,oats,Jams&Honey",gotella Bisky Lava White Chocolate Spread With Crunchy Biscuits 60 gm pack 12 pieces,195.0,Gotella Chocolate,720g  |  EGP 27.08/100g,,,,,,2026-06-25
Z9CCD48197340FA07A214Z,noon,Grocery,"creal,oats,Jams&Honey",Halawa Spread With Caramel 285 grams,74.0,El bawadi,285g  |  EGP 25.96/100g,,,,,,2026-06-25
Z47031864ACF3F6DF7CBCZ,noon,Grocery,"creal,oats,Jams&Honey",Yummies Cherry Spread 300g,75.0,El bawadi,300g  |  EGP 0.25/100g,,,,,,2026-06-25
Z48A60ED86A2778CC252DZ,noon,Grocery,"creal,oats,Jams&Honey",Halawa Spread With Caramel 150 grams,39.25,El bawadi,150g  |  EGP 26.17/100g,,,,,,2026-06-25
ZDFBF25BC286D258A64E1Z,noon,Grocery,"creal,oats,Jams&Honey",gotella Chocolate Spread With Hazelnut 350 gm,95.0,Gotella Chocolate,350g  |  EGP 27.14/100g,,,,,,2026-06-25
N28852316A,noon,Grocery,"creal,oats,Jams&Honey",Granola Bar Cocount And Almond 40grams Pack of 4,207.0,Lino,160g  |  EGP 129.38/100g,,,,,,2026-06-25
N48045637A,noon,Grocery,"creal,oats,Jams&Honey",Oat Flakes 500grams,69.0,Daria,500g  |  EGP 13.80/100g,,,,,,2026-06-25
N29779470A,noon,Grocery,"creal,oats,Jams&Honey",Vitrac Apricot Jam - 430grams,61.0,Vitrac,430g  |  EGP 14.19/100g,,,,,,2026-06-25
ZF4F5357C945E030DC476Z,noon,Grocery,"creal,oats,Jams&Honey",Fruit Preserve Apricot 700gm Jam,66.0,Halwani Bros,750g  |  EGP 8.80/100g,,,,,,2026-06-25
N52569753A,noon,Grocery,"creal,oats,Jams&Honey",Protein Vanilla Inuli Chocolate Bar 50grams,75.0,GO ON,50g  |  EGP 150.00/100g,,,,,,2026-06-25
Z4AE18C04FBD616F392B0Z,noon,Grocery,"creal,oats,Jams&Honey","Greenuts Tropical Granola Pineapple & Coconut 300g – Crunchy Oats Granola with Real Dried Pineapple & Coconut Flakes, High Fiber Breakfast Cereal",190.0,Greenuts,300g  |  EGP 63.33/100g,,,,,,2026-06-25
ZDEE62053A4C2BD23E578Z,noon,Grocery,"creal,oats,Jams&Honey",Tropical Granola – Pineapple & Coconut – 300g,200.0,Greenuts,300g  |  EGP 66.67/100g,,,,,,2026-06-25
Z26BC234FAB25773BB351Z,noon,Grocery,"creal,oats,Jams&Honey",Marjoram Natural Honey - 225 grams,84.0,Royal,225g  |  EGP 37.33/100g,,,,,,2026-06-25
Z326276C63623C7DC5D3FZ,noon,Grocery,"creal,oats,Jams&Honey",Orange Honey Hexagonal 450grams,138.0,Imtenan,450g  |  EGP 30.67/100g,,,,,,2026-06-25
Z8F11FD8CFB38F18461BBZ,noon,Grocery,"creal,oats,Jams&Honey",Rocher spread Cream  Irresistible Luxurious Rocher Goodness 350 gm,162.0,ASMACUP,350g  |  EGP 46.29/100g,,,,,,2026-06-25
Z1ACFB0C3E83A7BF8B5E2Z,noon,Grocery,"creal,oats,Jams&Honey",فستق اسبريد  200 جرام,179.1,اسماكب,200g  |  EGP 89.55/100g,,,,,,2026-06-25
Z3D684EC7B8F717AB7B3CZ,noon,Grocery,"creal,oats,Jams&Honey",Nawara honey with honey 450 g,126.0,Shana nature house,470g  |  EGP 26.81/100g,,,,,,2026-06-25
ZEFB5D86616CF560C77A7Z,noon,Grocery,"creal,oats,Jams&Honey",Nutella Biscuits - Tube Filled with Hazelnut Spread with Cocoa (166g),430.0,Nutella,1.992kg  |  EGP 21.59/100g,,,,,,2026-06-25
Z70B5182080C111005973Z,noon,Grocery,"creal,oats,Jams&Honey",Secrets Protein Bar-70G-Banoffee Pie,75.0,Organic Nation,70g  |  EGP 107.14/100g,,,,,,2026-06-25
N33801900A,noon,Grocery,"creal,oats,Jams&Honey",Sidr Mountain Kashmir Honey 400grams,750.0,Organic Nation,400g  |  EGP 187.50/100g,,,,,,2026-06-25
N34912208A,noon,Grocery,"creal,oats,Jams&Honey",Oat Bran Stars 250grams,76.0,Lino,250g  |  EGP 30.40/100g,,,,,,2026-06-25
ZA89E8E7D6D3EB7E10B38Z,noon,Grocery,"creal,oats,Jams&Honey","Spread White Chocolate , 1kg",178.0,Lavida,1000g  |  EGP 17.80/100g,,,,,,2026-06-25
ZF0A5934A0F1CF47407F7Z,noon,Grocery,"creal,oats,Jams&Honey",Clover Blossom Honey 250 gm,95.0,Imtenan,250g  |  EGP 38.00/100g,,,,,,2026-06-25
N29598755A,noon,Grocery,"creal,oats,Jams&Honey",Fichi Fig Jam 340grams,160.0,Prima Frutta,340g  |  EGP 47.06/100g,,,,,,2026-06-25
Z6DA6119CD13785550967Z,noon,Grocery,"creal,oats,Jams&Honey",Dubai filling Kunafa & Pistachio 500 Gram,243.0,ASMACUP,450g  |  EGP 54.00/100g,,,,,,2026-06-25
Z75D8E22AB01CFC620485Z,noon,Grocery,"creal,oats,Jams&Honey",Peanut Butter premium Sauce 750 gm,169.2,ASMACUP,750g  |  EGP 22.56/100g,,,,,,2026-06-25
N28907187A,noon,Grocery,"creal,oats,Jams&Honey",High Protein Peanut Butter 340grams,324.25,Lino,340g  |  EGP 95.37/100g,,,,,,2026-06-25
N27682639A,noon,Grocery,"creal,oats,Jams&Honey",Hero Jam With Black Cherry Flavor - Light - 320grams,136.0,Hero,320g  |  EGP 42.50/100g,,,,,,2026-06-25
ZED520F3ED156ADF29D43Z,noon,Grocery,"creal,oats,Jams&Honey",Honey With Echinacea Extract 180grams,107.0,Imtenan,180g  |  EGP 59.44/100g,,,,,,2026-06-25
ZAC8FC481705809A57D0AZ,noon,Grocery,"creal,oats,Jams&Honey",3 Zero Protein Parfacil 70g,272.0,Zero,70g  |  EGP 388.57/100g,,,,,,2026-06-25
Z411BEC597614085D203BZ,noon,Grocery,"creal,oats,Jams&Honey",Ginkgo Honey Hexagonal 450grams,145.0,Imtenan,450g  |  EGP 32.22/100g,,,,,,2026-06-25
ZBF2328CDF0A41794C5F9Z,noon,Grocery,"creal,oats,Jams&Honey",Clover Honey 450g,122.0,Shana nature house,450g  |  EGP 27.11/100g,,,,,,2026-06-25
Z8925E56E5B6129F00030Z,noon,Grocery,"creal,oats,Jams&Honey","Alsham NEBRAS Apricot Jam – Premium Natural Fruit Spread, Authentic Taste, Golden Lid Jar, 450g",89.99,ALSHAM NEBRAS,450g  |  EGP 20.00/100g,,,,,,2026-06-25
Z48758B3F2CA2E7D2EEEFZ,noon,Grocery,"creal,oats,Jams&Honey",Beeswax Honey With Nuts 500g,312.0,Haj Arafa,500g  |  EGP 62.40/100g,,,,,,2026-06-25
ZD3CE280CF402B0F17C89Z,noon,Grocery,"creal,oats,Jams&Honey",Arkan Premium Halva with Extra Walnuts – 500g | Authentic Middle Eastern Sesame Sweet | Traditional Dessert Egypt,250.0,ARKAN,500g  |  EGP 14.17/oz,,,,,,2026-06-25
ZB375C232D32C8E5723CAZ,noon,Grocery,"creal,oats,Jams&Honey",Kind kids Spread Cream 350 gm,99.0,ASMACUP,350g  |  EGP 28.29/100g,,,,,,2026-06-25
Z6A8CACC9AD838D13AC9EZ,noon,Grocery,"creal,oats,Jams&Honey",Healthy Spread  Chocolate Original with Hazelnut 375 gm,200.0,Milkato,375g  |  EGP 53.33/100g,,,,,,2026-06-25
Z1C183D2D0500C3715C42Z,noon,Grocery,"creal,oats,Jams&Honey",Manuka Health-Manuka Honey MGO 115+ 250g,2299.0,Manuka Health New Zealand Ltd,250g  |  EGP 919.60/100g,,,,,,2026-06-25
Z494C85084FCD5952D8E5Z,noon,Grocery,"creal,oats,Jams&Honey",Max Tella Hazelnut and Cocoa Chocolate Spread - Rich Creamy Texture for Breakfast & Desserts - Value Pack 900g,175.0,Maxtella,1.8kg  |  EGP 9.72/100g,,,,,,2026-06-25
Z2235554A2EE1AEADD34FZ,noon,Grocery,"creal,oats,Jams&Honey",Coconut butter 375g Bundle,970.0,HEALTHY & TASTY,375g  |  EGP 57.60/100g,,,,,,2026-06-25
ZFF638991D748CB593F57Z,noon,Grocery,"creal,oats,Jams&Honey","Chocolate spread from X Spread with natural hazelnut pieces, 350 g.",90.0,Mozn,350g  |  EGP 25.71/100g,,,,,,2026-06-25
N27675268A,noon,Grocery,"creal,oats,Jams&Honey",Jam With Orange Flavor - 350grams,73.0,Hero,350g  |  EGP 20.86/100g,,,,,,2026-06-25
Z9FE88A542270469F985DZ,noon,Grocery,"creal,oats,Jams&Honey",Banana Pillow 250 Gram,84.0,Kiddo,250g  |  EGP 33.60/100g,,,,,,2026-06-25
Z9C48B3CFFAEB1845E750Z,noon,Grocery,"creal,oats,Jams&Honey",gotella Fun Chocolate Spread With hazelnut 100 gm pack 12 pieces,295.0,Gotella Chocolate,1.2kg  |  EGP 24.58/100g,,,,,,2026-06-25
ZBAC47AFBE9D043CC1535Z,noon,Grocery,"creal,oats,Jams&Honey",Classic Chocolate Spread With hazelnut 900g,270.0,Milkato,900g  |  EGP 30.00/100g,,,,,,2026-06-25
ZF20A9EB5C8A29EA58EC1Z,noon,Grocery,"creal,oats,Jams&Honey",إكسترا كرانتشي زبدة الفول السوداني، 454 غرام,324.0,جيف,454g  |  EGP 0.71/100g,,,,,,2026-06-25
ZDB5CB324901CD73D317AZ,noon,Grocery,"creal,oats,Jams&Honey",Guilt free Almond Spread -200G-Espresso Creme,250.0,Organic Nation,200g  |  EGP 125.00/100g,,,,,,2026-06-25
N52834424A,noon,Grocery,"creal,oats,Jams&Honey",Carrot Jam 430grams  Single,55.0,Vitrac,430g  |  EGP 12.79/100g,,,,,,2026-06-25
N51182037A,noon,Grocery,"creal,oats,Jams&Honey",protein bar Banana with cashew Bar 70grams,94.0,Abu Auf,70g  |  EGP 134.29/100g,,,,,,2026-06-25
ZADD964D14D2C9177BD80Z,noon,Grocery,"creal,oats,Jams&Honey",Original chocolate spread 375 grams,300.0,HEALTHY & TASTY,375g  |  EGP 80.00/100g,,,,,,2026-06-25
ZC8CC6EE34D58AF3F10EFZ,noon,Grocery,"creal,oats,Jams&Honey",Saegh black Honey polyethylene 350 g,44.0,Saegh,350g  |  EGP 12.57/100g,,,,,,2026-06-25
Z2519ADEA5027508C785AZ,noon,Grocery,"creal,oats,Jams&Honey",Hazelnut Spread Chocolate-350g,144.0,Milkato,350g  |  EGP 41.14/100g,,,,,,2026-06-25
